timestep_time,vehicle_angle,vehicle_id,vehicle_lane,vehicle_pos,vehicle_slope,vehicle_speed,vehicle_type,vehicle_x,vehicle_y
136.00,111.28,24,:gneJ8_9_0,4.21,0.00,3.50,DEFAULT_VEHTYPE,86.85,15.22
136.00,103.89,30,gneE1_0,56.20,0.00,0.00,DEFAULT_VEHTYPE,43.26,59.81
136.00,96.36,31,gneE5_0,27.44,0.00,1.12,DEFAULT_VEHTYPE,75.75,17.72
136.00,96.36,32,gneE5_0,18.83,0.00,0.00,DEFAULT_VEHTYPE,67.18,18.67
136.00,282.68,34,:gneJ8_4_0,6.21,0.00,4.78,DEFAULT_VEHTYPE,92.21,18.71
136.00,34.05,35,:gneJ7_7_0,6.16,0.00,4.63,DEFAULT_VEHTYPE,38.64,18.68
136.00,242.77,36,-gneE2_0,37.57,0.00,0.00,DEFAULT_VEHTYPE,60.60,63.58
136.00,103.89,37,gneE1_0,48.70,0.00,0.00,DEFAULT_VEHTYPE,35.98,61.61
136.00,206.17,38,:gneJ7_1_0,5.54,0.00,4.24,DEFAULT_VEHTYPE,39.61,26.49
136.00,96.36,39,gneE5_0,11.33,0.00,0.00,DEFAULT_VEHTYPE,59.73,19.50
136.00,242.77,41,-gneE2_0,13.98,0.00,5.27,DEFAULT_VEHTYPE,81.57,74.37
136.00,284.66,42,-gneE6_0,146.89,0.00,1.86,DEFAULT_VEHTYPE,104.69,15.65
136.00,37.23,43,-gneE9_0,98.31,0.00,2.44,DEFAULT_VEHTYPE,31.51,8.77
136.00,242.77,44,-gneE2_0,30.07,0.00,0.00,DEFAULT_VEHTYPE,67.27,67.01
136.00,103.89,45,gneE1_0,41.20,0.00,0.00,DEFAULT_VEHTYPE,28.70,63.41
136.00,86.84,46,gneE4_0,82.00,0.00,0.00,DEFAULT_VEHTYPE,28.69,21.00
136.00,158.15,47,gneE7_0,32.99,0.00,0.00,DEFAULT_VEHTYPE,48.89,68.51
136.00,324.82,48,-gneE12_0,159.65,0.00,11.57,DEFAULT_VEHTYPE,100.26,-22.40
136.00,284.66,49,-gneE6_0,137.47,0.00,1.55,DEFAULT_VEHTYPE,113.81,13.26
136.00,242.77,50,-gneE2_0,22.57,0.00,0.00,DEFAULT_VEHTYPE,73.94,70.44
137.00,201.66,23,gneE8_0,19.81,0.00,3.80,DEFAULT_VEHTYPE,42.94,33.72
137.00,158.62,24,:gneJ8_9_0,8.21,0.00,4.01,DEFAULT_VEHTYPE,87.77,11.48
137.00,103.89,30,gneE1_0,56.20,0.00,0.00,DEFAULT_VEHTYPE,43.26,59.81
137.00,96.36,31,gneE5_0,30.79,0.00,3.35,DEFAULT_VEHTYPE,79.08,17.35
137.00,96.36,32,gneE5_0,19.49,0.00,0.67,DEFAULT_VEHTYPE,67.84,18.60
137.00,278.68,34,:gneJ8_4_0,13.12,0.00,6.91,DEFAULT_VEHTYPE,85.40,19.83
137.00,30.51,35,:gneJ7_7_0,12.78,0.00,6.62,DEFAULT_VEHTYPE,42.05,24.36
137.00,242.77,36,-gneE2_0,37.57,0.00,0.00,DEFAULT_VEHTYPE,60.60,63.58
137.00,103.89,37,gneE1_0,48.70,0.00,0.00,DEFAULT_VEHTYPE,35.98,61.61
137.00,210.53,38,:gneJ7_1_0,11.12,0.00,5.57,DEFAULT_VEHTYPE,36.79,21.68
137.00,96.36,39,gneE5_0,11.33,0.00,0.00,DEFAULT_VEHTYPE,59.73,19.50
137.00,242.77,41,-gneE2_0,14.75,0.00,0.77,DEFAULT_VEHTYPE,80.89,74.02
137.00,284.66,42,-gneE6_0,150.10,0.00,3.21,DEFAULT_VEHTYPE,101.59,16.46
137.00,37.23,43,-gneE9_0,102.16,0.00,3.85,DEFAULT_VEHTYPE,33.84,11.83
137.00,242.77,44,-gneE2_0,30.07,0.00,0.00,DEFAULT_VEHTYPE,67.27,67.01
137.00,103.89,45,gneE1_0,41.20,0.00,0.00,DEFAULT_VEHTYPE,28.70,63.41
137.00,86.84,46,gneE4_0,82.00,0.00,0.00,DEFAULT_VEHTYPE,28.69,21.00
137.00,158.76,47,:gneJ3_10_0,0.76,0.00,1.77,DEFAULT_VEHTYPE,49.49,66.85
137.00,324.82,48,-gneE12_0,171.66,0.00,12.01,DEFAULT_VEHTYPE,93.34,-12.59
137.00,284.66,49,-gneE6_0,139.04,0.00,1.58,DEFAULT_VEHTYPE,112.28,13.66
137.00,242.77,50,-gneE2_0,22.57,0.00,0.00,DEFAULT_VEHTYPE,73.94,70.44
138.00,203.55,23,:gneJ7_1_0,2.76,0.00,5.19,DEFAULT_VEHTYPE,40.87,28.96
138.00,187.88,24,gneE12_0,3.42,0.00,4.26,DEFAULT_VEHTYPE,87.12,7.27
138.00,103.89,30,gneE1_0,56.20,0.00,0.00,DEFAULT_VEHTYPE,43.26,59.81
138.00,96.73,31,:gneJ8_9_0,0.22,0.00,4.26,DEFAULT_VEHTYPE,83.30,16.84
138.00,96.36,32,gneE5_0,22.73,0.00,3.24,DEFAULT_VEHTYPE,71.06,18.24
138.00,276.36,34,-gneE5_0,7.05,0.00,9.01,DEFAULT_VEHTYPE,76.44,20.86
138.00,23.47,35,-gneE8_0,2.49,0.00,9.12,DEFAULT_VEHTYPE,45.94,32.59
138.00,242.77,36,-gneE2_0,37.57,0.00,0.00,DEFAULT_VEHTYPE,60.60,63.58
138.00,103.89,37,gneE1_0,48.70,0.00,0.00,DEFAULT_VEHTYPE,35.98,61.61
138.00,214.86,38,:gneJ7_1_0,18.52,0.00,7.41,DEFAULT_VEHTYPE,32.64,15.55
138.00,96.36,39,gneE5_0,11.82,0.00,0.49,DEFAULT_VEHTYPE,60.22,19.45
138.00,242.77,41,-gneE2_0,14.95,0.00,0.19,DEFAULT_VEHTYPE,80.72,73.93
138.00,284.28,42,:gneJ8_4_0,1.98,0.00,5.42,DEFAULT_VEHTYPE,96.34,17.80
138.00,35.66,43,:gneJ7_7_0,3.54,0.00,5.75,DEFAULT_VEHTYPE,37.21,16.49
138.00,242.77,44,-gneE2_0,30.07,0.00,0.00,DEFAULT_VEHTYPE,67.27,67.01
138.00,103.89,45,gneE1_0,41.20,0.00,0.00,DEFAULT_VEHTYPE,28.70,63.41
138.00,86.84,46,gneE4_0,82.00,0.00,0.00,DEFAULT_VEHTYPE,28.69,21.00
138.00,161.32,47,:gneJ3_10_0,3.93,0.00,3.17,DEFAULT_VEHTYPE,50.46,63.84
138.00,343.75,48,-gneE12_0,182.90,0.00,11.23,DEFAULT_VEHTYPE,88.45,-3.06
138.00,284.66,49,-gneE6_0,142.44,0.00,3.40,DEFAULT_VEHTYPE,109.00,14.52
138.00,242.77,50,-gneE2_0,22.57,0.00,0.00,DEFAULT_VEHTYPE,73.94,70.44
139.00,209.52,23,:gneJ7_1_0,9.38,0.00,6.62,DEFAULT_VEHTYPE,37.72,23.15
139.00,190.45,24,gneE12_0,9.97,0.00,6.55,DEFAULT_VEHTYPE,85.93,0.83
139.00,103.89,30,gneE1_0,56.20,0.00,0.00,DEFAULT_VEHTYPE,43.26,59.81
139.00,115.40,31,:gneJ8_9_0,4.70,0.00,4.48,DEFAULT_VEHTYPE,87.16,14.86
139.00,96.36,32,gneE5_0,26.17,0.00,3.44,DEFAULT_VEHTYPE,74.48,17.86
139.00,276.36,34,-gneE5_0,18.33,0.00,11.28,DEFAULT_VEHTYPE,65.23,22.11
139.00,21.64,35,-gneE8_0,13.96,0.00,11.48,DEFAULT_VEHTYPE,50.17,43.26
139.00,242.77,36,-gneE2_0,37.57,0.00,0.00,DEFAULT_VEHTYPE,60.60,63.58
139.00,103.89,37,gneE1_0,48.70,0.00,0.00,DEFAULT_VEHTYPE,35.98,61.61
139.00,217.23,38,gneE9_0,9.54,0.00,9.56,DEFAULT_VEHTYPE,26.86,7.94
139.00,96.36,39,gneE5_0,13.77,0.00,1.95,DEFAULT_VEHTYPE,62.16,19.23
139.00,242.77,41,-gneE2_0,15.06,0.00,0.11,DEFAULT_VEHTYPE,80.62,73.88
139.00,280.96,42,:gneJ8_4_0,9.03,0.00,7.05,DEFAULT_VEHTYPE,89.44,19.22
139.00,31.41,43,:gneJ7_7_0,11.16,0.00,7.62,DEFAULT_VEHTYPE,41.25,22.95
139.00,242.77,44,-gneE2_0,30.07,0.00,0.00,DEFAULT_VEHTYPE,67.27,67.01
139.00,103.89,45,gneE1_0,41.20,0.00,0.00,DEFAULT_VEHTYPE,28.70,63.41
139.00,86.84,46,gneE4_0,82.00,0.00,0.00,DEFAULT_VEHTYPE,28.69,21.00
139.00,171.33,47,:gneJ3_10_0,8.67,0.00,4.73,DEFAULT_VEHTYPE,51.14,59.16
139.00,10.49,48,-gneE12_0,191.12,0.00,8.23,DEFAULT_VEHTYPE,89.95,5.03
139.00,284.66,49,-gneE6_0,147.00,0.00,4.55,DEFAULT_VEHTYPE,104.59,15.67
139.00,242.77,50,-gneE2_0,22.57,0.00,0.00,DEFAULT_VEHTYPE,73.94,70.44
140.00,214.89,23,gneE9_0,0.01,0.00,9.19,DEFAULT_VEHTYPE,32.62,15.52
140.00,177.21,24,gneE12_0,18.42,0.00,8.44,DEFAULT_VEHTYPE,85.53,-7.22
140.00,103.89,30,gneE1_0,56.20,0.00,0.00,DEFAULT_VEHTYPE,43.26,59.81
140.00,185.10,31,gneE12_0,2.29,0.00,6.64,DEFAULT_VEHTYPE,87.32,8.39
140.00,96.36,32,gneE5_0,30.20,0.00,4.03,DEFAULT_VEHTYPE,78.49,17.41
140.00,276.36,34,-gneE5_0,26.80,0.00,8.46,DEFAULT_VEHTYPE,56.82,23.05
140.00,25.01,35,:gneJ3_3_0,3.69,0.00,11.97,DEFAULT_VEHTYPE,54.85,54.26
140.00,242.77,36,-gneE2_0,37.57,0.00,0.00,DEFAULT_VEHTYPE,60.60,63.58
140.00,103.89,37,gneE1_0,48.70,0.00,0.00,DEFAULT_VEHTYPE,35.98,61.61
140.00,217.23,38,gneE9_0,20.76,0.00,11.22,DEFAULT_VEHTYPE,20.07,-1.00
140.00,96.36,39,gneE5_0,17.75,0.00,3.98,DEFAULT_VEHTYPE,66.11,18.79
140.00,242.77,41,-gneE2_0,15.06,0.00,0.01,DEFAULT_VEHTYPE,80.62,73.88
140.00,276.67,42,-gneE5_0,3.40,0.00,9.45,DEFAULT_VEHTYPE,80.07,20.46
140.00,24.68,43,-gneE8_0,0.83,0.00,9.08,DEFAULT_VEHTYPE,45.33,31.06
140.00,242.77,44,-gneE2_0,30.07,0.00,0.00,DEFAULT_VEHTYPE,67.27,67.01
140.00,103.89,45,gneE1_0,41.20,0.00,0.00,DEFAULT_VEHTYPE,28.70,63.41
140.00,86.84,46,gneE4_0,82.00,0.00,0.00,DEFAULT_VEHTYPE,28.69,21.00
140.00,188.14,47,:gneJ3_10_0,15.01,0.00,6.34,DEFAULT_VEHTYPE,50.43,52.90
140.00,10.49,48,-gneE12_0,195.04,0.00,3.92,DEFAULT_VEHTYPE,90.66,8.88
140.00,284.56,49,:gneJ8_4_0,0.52,0.00,7.06,DEFAULT_VEHTYPE,97.76,17.45
140.00,242.77,50,-gneE2_0,22.57,0.00,0.00,DEFAULT_VEHTYPE,73.94,70.44
140.00,294.32,51,-gneE12_0,5.10,0.00,0.00,DEFAULT_VEHTYPE,238.97,-88.61
140.00,299.43,52,-gneE3_0,5.10,0.00,0.00,DEFAULT_VEHTYPE,171.12,48.34
140.00,284.66,53,-gneE6_0,5.10,0.00,0.00,DEFAULT_VEHTYPE,241.88,-20.24
140.00,37.23,54,-gneE9_0,5.10,0.00,0.00,DEFAULT_VEHTYPE,-24.88,-65.45
140.00,164.22,55,gneE10_0,5.10,0.00,0.00,DEFAULT_VEHTYPE,96.18,106.84
140.00,103.89,56,gneE1_0,5.10,0.00,0.00,DEFAULT_VEHTYPE,-6.34,72.08
140.00,86.84,57,gneE4_0,5.10,0.00,0.00,DEFAULT_VEHTYPE,-48.09,16.76
141.00,217.23,23,gneE9_0,11.03,0.00,11.02,DEFAULT_VEHTYPE,25.96,6.74
141.00,144.74,24,gneE12_0,28.86,0.00,10.44,DEFAULT_VEHTYPE,91.56,-15.75
141.00,103.89,30,gneE1_0,56.20,0.00,0.00,DEFAULT_VEHTYPE,43.26,59.81
141.00,190.45,31,gneE12_0,10.56,0.00,8.27,DEFAULT_VEHTYPE,85.82,0.26
141.00,97.99,32,:gneJ8_9_0,0.99,0.00,5.62,DEFAULT_VEHTYPE,84.05,16.65
141.00,276.36,34,-gneE5_0,32.17,0.00,5.38,DEFAULT_VEHTYPE,51.47,23.65
141.00,60.86,35,gneE2_0,2.82,0.00,12.54,DEFAULT_VEHTYPE,64.49,61.98
141.00,242.77,36,-gneE2_0,37.57,0.00,0.00,DEFAULT_VEHTYPE,60.60,63.58
141.00,103.89,37,gneE1_0,48.70,0.00,0.00,DEFAULT_VEHTYPE,35.98,61.61
141.00,217.23,38,gneE9_0,34.27,0.00,13.51,DEFAULT_VEHTYPE,11.90,-11.76
141.00,96.36,39,gneE5_0,21.90,0.00,4.15,DEFAULT_VEHTYPE,70.23,18.33
141.00,242.77,41,-gneE2_0,15.06,0.00,0.00,DEFAULT_VEHTYPE,80.61,73.88
141.00,276.36,42,-gneE5_0,13.34,0.00,9.94,DEFAULT_VEHTYPE,70.19,21.56
141.00,21.64,43,-gneE8_0,11.27,0.00,10.44,DEFAULT_VEHTYPE,49.18,40.76
141.00,242.77,44,-gneE2_0,30.07,0.00,0.00,DEFAULT_VEHTYPE,67.27,67.01
141.00,103.89,45,gneE1_0,41.20,0.00,0.00,DEFAULT_VEHTYPE,28.70,63.41
141.00,86.84,46,gneE4_0,82.00,0.00,0.00,DEFAULT_VEHTYPE,28.69,21.00
141.00,201.66,47,gneE8_0,7.73,0.00,8.52,DEFAULT_VEHTYPE,47.40,44.94
141.00,10.49,48,-gneE12_0,195.21,0.00,0.17,DEFAULT_VEHTYPE,90.69,9.05
141.00,281.01,49,:gneJ8_4_0,8.92,0.00,8.41,DEFAULT_VEHTYPE,89.54,19.21
141.00,242.77,50,-gneE2_0,22.57,0.00,0.00,DEFAULT_VEHTYPE,73.94,70.44
141.00,294.32,51,-gneE12_0,7.36,0.00,2.26,DEFAULT_VEHTYPE,236.92,-87.68
141.00,299.43,52,-gneE3_0,7.60,0.00,2.50,DEFAULT_VEHTYPE,168.94,49.57
141.00,284.66,53,-gneE6_0,6.43,0.00,1.33,DEFAULT_VEHTYPE,240.59,-19.90
141.00,37.23,54,-gneE9_0,7.53,0.00,2.43,DEFAULT_VEHTYPE,-23.42,-63.52
141.00,164.22,55,gneE10_0,6.52,0.00,1.42,DEFAULT_VEHTYPE,96.56,105.48
141.00,103.89,56,gneE1_0,6.66,0.00,1.56,DEFAULT_VEHTYPE,-4.82,71.70
141.00,86.84,57,gneE4_0,6.46,0.00,1.36,DEFAULT_VEHTYPE,-46.73,16.84
142.00,217.23,23,gneE9_0,23.14,0.00,12.10,DEFAULT_VEHTYPE,18.63,-2.89
142.00,144.74,24,gneE12_0,39.11,0.00,10.26,DEFAULT_VEHTYPE,97.48,-24.12
142.00,103.89,30,gneE1_0,56.20,0.00,0.00,DEFAULT_VEHTYPE,43.26,59.81
142.00,153.46,31,gneE12_0,20.91,0.00,10.36,DEFAULT_VEHTYPE,86.98,-9.26
142.00,135.58,32,:gneJ8_9_0,6.51,0.00,5.52,DEFAULT_VEHTYPE,87.83,13.18
142.00,276.36,34,-gneE5_0,33.56,0.00,1.38,DEFAULT_VEHTYPE,50.09,23.80
142.00,62.77,35,gneE2_0,15.70,0.00,12.89,DEFAULT_VEHTYPE,75.94,67.87
142.00,242.77,36,-gneE2_0,37.57,0.00,0.00,DEFAULT_VEHTYPE,60.60,63.58
142.00,103.89,37,gneE1_0,48.70,0.00,0.00,DEFAULT_VEHTYPE,35.98,61.61
142.00,217.23,38,gneE9_0,48.71,0.00,14.44,DEFAULT_VEHTYPE,3.16,-23.26
142.00,96.36,39,gneE5_0,27.10,0.00,5.20,DEFAULT_VEHTYPE,75.41,17.76
142.00,242.77,41,-gneE2_0,15.07,0.00,0.00,DEFAULT_VEHTYPE,80.61,73.88
142.00,276.36,42,-gneE5_0,21.16,0.00,7.82,DEFAULT_VEHTYPE,62.42,22.43
142.00,23.10,43,:gneJ3_3_0,1.80,0.00,12.77,DEFAULT_VEHTYPE,54.00,52.57
142.00,242.77,44,-gneE2_0,30.07,0.00,0.00,DEFAULT_VEHTYPE,67.27,67.01
142.00,103.89,45,gneE1_0,41.20,0.00,0.00,DEFAULT_VEHTYPE,28.70,63.41
142.00,86.84,46,gneE4_0,82.00,0.00,0.00,DEFAULT_VEHTYPE,28.69,21.00
142.00,201.66,47,gneE8_0,18.66,0.00,10.93,DEFAULT_VEHTYPE,43.36,34.79
142.00,10.49,48,-gneE12_0,195.23,0.00,0.02,DEFAULT_VEHTYPE,90.70,9.06
142.00,276.70,49,-gneE5_0,3.24,0.00,9.39,DEFAULT_VEHTYPE,80.23,20.44
142.00,242.77,50,-gneE2_0,22.57,0.00,0.00,DEFAULT_VEHTYPE,73.94,70.44
142.00,294.32,51,-gneE12_0,11.60,0.00,4.24,DEFAULT_VEHTYPE,233.05,-85.93
142.00,299.43,52,-gneE3_0,11.85,0.00,4.25,DEFAULT_VEHTYPE,165.24,51.65
142.00,284.66,53,-gneE6_0,9.44,0.00,3.01,DEFAULT_VEHTYPE,237.68,-19.14
142.00,37.23,54,-gneE9_0,12.13,0.00,4.60,DEFAULT_VEHTYPE,-20.63,-59.85
142.00,164.22,55,gneE10_0,10.47,0.00,3.96,DEFAULT_VEHTYPE,97.64,101.67
142.00,103.89,56,gneE1_0,10.27,0.00,3.60,DEFAULT_VEHTYPE,-1.33,70.84
142.00,86.84,57,gneE4_0,9.31,0.00,2.85,DEFAULT_VEHTYPE,-43.88,16.99
143.00,217.23,23,gneE9_0,35.46,0.00,12.33,DEFAULT_VEHTYPE,11.18,-12.70
143.00,120.32,24,gneE12_0,50.29,0.00,11.18,DEFAULT_VEHTYPE,105.27,-31.64
143.00,103.89,30,gneE1_0,56.20,0.00,0.00,DEFAULT_VEHTYPE,43.26,59.81
143.00,144.74,31,gneE12_0,30.85,0.00,9.94,DEFAULT_VEHTYPE,92.71,-17.38
143.00,187.98,32,gneE12_0,3.49,0.00,6.03,DEFAULT_VEHTYPE,87.11,7.21
143.00,276.36,34,-gneE5_0,33.82,0.00,0.26,DEFAULT_VEHTYPE,49.83,23.83
143.00,62.77,35,gneE2_0,29.86,0.00,14.15,DEFAULT_VEHTYPE,88.53,74.35
143.00,242.77,36,-gneE2_0,37.57,0.00,0.00,DEFAULT_VEHTYPE,60.60,63.58
143.00,103.89,37,gneE1_0,48.70,0.00,0.00,DEFAULT_VEHTYPE,35.98,61.61
143.00,217.23,38,gneE9_0,63.35,0.00,14.64,DEFAULT_VEHTYPE,-5.70,-34.91
143.00,96.36,39,gneE5_0,31.93,0.00,4.83,DEFAULT_VEHTYPE,80.21,17.22
143.00,242.77,41,-gneE2_0,15.07,0.00,0.00,DEFAULT_VEHTYPE,80.61,73.88
143.00,276.36,42,-gneE5_0,24.69,0.00,3.52,DEFAULT_VEHTYPE,58.91,22.82
143.00,59.61,43,gneE2_0,1.46,0.00,13.07,DEFAULT_VEHTYPE,63.28,61.36
143.00,242.77,44,-gneE2_0,30.07,0.00,0.00,DEFAULT_VEHTYPE,67.27,67.01
143.00,103.89,45,gneE1_0,41.20,0.00,0.00,DEFAULT_VEHTYPE,28.70,63.41
143.00,86.84,46,gneE4_0,82.00,0.00,0.00,DEFAULT_VEHTYPE,28.69,21.00
143.00,208.31,47,:gneJ7_1_0,7.99,0.00,11.57,DEFAULT_VEHTYPE,38.41,24.36
143.00,10.49,48,-gneE12_0,195.24,0.00,0.01,DEFAULT_VEHTYPE,90.70,9.08
143.00,276.36,49,-gneE5_0,11.19,0.00,7.95,DEFAULT_VEHTYPE,72.33,21.32
143.00,242.77,50,-gneE2_0,22.57,0.00,0.00,DEFAULT_VEHTYPE,73.94,70.44
143.00,294.32,51,-gneE12_0,17.35,0.00,5.75,DEFAULT_VEHTYPE,227.81,-83.56
143.00,299.43,52,-gneE3_0,18.23,0.00,6.38,DEFAULT_VEHTYPE,159.68,54.79
143.00,284.66,53,-gneE6_0,14.09,0.00,4.66,DEFAULT_VEHTYPE,233.18,-17.96
143.00,37.23,54,-gneE9_0,18.20,0.00,6.07,DEFAULT_VEHTYPE,-16.96,-55.02
143.00,164.22,55,gneE10_0,15.83,0.00,5.35,DEFAULT_VEHTYPE,99.09,96.52
143.00,103.89,56,gneE1_0,16.09,0.00,5.83,DEFAULT_VEHTYPE,4.33,69.44
143.00,86.84,57,gneE4_0,14.33,0.00,5.02,DEFAULT_VEHTYPE,-38.87,17.27
144.00,217.23,23,gneE9_0,47.47,0.00,12.01,DEFAULT_VEHTYPE,3.91,-22.27
144.00,114.34,24,gneE12_0,61.39,0.00,11.10,DEFAULT_VEHTYPE,115.38,-36.21
144.00,103.89,30,gneE1_0,56.20,0.00,0.00,DEFAULT_VEHTYPE,43.26,59.81
144.00,144.74,31,gneE12_0,41.05,0.00,10.19,DEFAULT_VEHTYPE,98.60,-25.70
144.00,190.45,32,gneE12_0,11.48,0.00,7.99,DEFAULT_VEHTYPE,85.66,-0.65
144.00,276.36,34,-gneE5_0,33.83,0.00,0.00,DEFAULT_VEHTYPE,49.83,23.83
144.00,65.96,35,:gneJ4_7_0,3.28,0.00,11.09,DEFAULT_VEHTYPE,98.50,79.17
144.00,242.77,36,-gneE2_0,37.57,0.00,0.00,DEFAULT_VEHTYPE,60.60,63.58
144.00,103.89,37,gneE1_0,48.70,0.00,0.00,DEFAULT_VEHTYPE,35.98,61.61
144.00,217.23,38,gneE9_0,78.58,0.00,15.23,DEFAULT_VEHTYPE,-14.91,-47.04
144.00,97.11,39,:gneJ8_10_0,3.76,0.00,6.66,DEFAULT_VEHTYPE,86.82,16.42
144.00,242.77,41,-gneE2_0,15.07,0.00,0.00,DEFAULT_VEHTYPE,80.61,73.88
144.00,276.36,42,-gneE5_0,25.95,0.00,1.26,DEFAULT_VEHTYPE,57.66,22.96
144.00,62.77,43,gneE2_0,14.77,0.00,13.31,DEFAULT_VEHTYPE,75.11,67.44
144.00,242.77,44,-gneE2_0,30.07,0.00,0.00,DEFAULT_VEHTYPE,67.27,67.01
144.00,103.89,45,gneE1_0,41.20,0.00,0.00,DEFAULT_VEHTYPE,28.70,63.41
144.00,86.84,46,gneE4_0,82.00,0.00,0.00,DEFAULT_VEHTYPE,28.69,21.00
144.00,215.83,47,gneE9_0,1.41,0.00,11.97,DEFAULT_VEHTYPE,31.78,14.41
144.00,10.49,48,-gneE12_0,195.24,0.00,0.00,DEFAULT_VEHTYPE,90.70,9.08
144.00,276.36,49,-gneE5_0,15.91,0.00,4.72,DEFAULT_VEHTYPE,67.64,21.84
144.00,242.77,50,-gneE2_0,22.57,0.00,0.00,DEFAULT_VEHTYPE,73.94,70.44
144.00,294.32,51,-gneE12_0,24.76,0.00,7.41,DEFAULT_VEHTYPE,221.06,-80.51
144.00,299.43,52,-gneE3_0,26.51,0.00,8.28,DEFAULT_VEHTYPE,152.47,58.86
144.00,284.66,53,-gneE6_0,20.10,0.00,6.01,DEFAULT_VEHTYPE,227.36,-16.44
144.00,37.23,54,-gneE9_0,26.68,0.00,8.48,DEFAULT_VEHTYPE,-11.83,-48.27
144.00,164.22,55,gneE10_0,20.50,0.00,4.67,DEFAULT_VEHTYPE,100.36,92.03
144.00,103.89,56,gneE1_0,23.43,0.00,7.33,DEFAULT_VEHTYPE,11.45,67.68
144.00,86.84,57,gneE4_0,21.18,0.00,6.85,DEFAULT_VEHTYPE,-32.03,17.65
145.00,217.23,23,gneE9_0,58.77,0.00,11.30,DEFAULT_VEHTYPE,-2.93,-31.27
145.00,114.34,24,gneE12_0,72.04,0.00,10.64,DEFAULT_VEHTYPE,125.08,-40.60
145.00,103.89,30,gneE1_0,56.20,0.00,0.00,DEFAULT_VEHTYPE,43.26,59.81
145.00,114.34,31,gneE12_0,52.04,0.00,10.99,DEFAULT_VEHTYPE,106.86,-32.36
145.00,146.57,32,gneE12_0,21.70,0.00,10.22,DEFAULT_VEHTYPE,87.43,-9.90
145.00,276.36,34,-gneE5_0,33.83,0.00,0.00,DEFAULT_VEHTYPE,49.83,23.83
145.00,98.45,35,:gneJ4_7_0,13.47,0.00,10.19,DEFAULT_VEHTYPE,108.44,79.62
145.00,242.77,36,-gneE2_0,37.57,0.00,0.00,DEFAULT_VEHTYPE,60.60,63.58
145.00,103.89,37,gneE1_0,48.70,0.00,0.00,DEFAULT_VEHTYPE,35.98,61.61
145.00,217.23,38,gneE9_0,93.31,0.00,14.73,DEFAULT_VEHTYPE,-23.82,-58.77
145.00,102.31,39,:gneJ8_10_0,12.64,0.00,8.88,DEFAULT_VEHTYPE,95.52,14.71
145.00,242.77,41,-gneE2_0,15.07,0.00,0.00,DEFAULT_VEHTYPE,80.61,73.88
145.00,276.36,42,-gneE5_0,26.22,0.00,0.27,DEFAULT_VEHTYPE,57.39,22.99
145.00,62.77,43,gneE2_0,27.89,0.00,13.13,DEFAULT_VEHTYPE,86.78,73.45
145.00,242.77,44,-gneE2_0,30.07,0.00,0.00,DEFAULT_VEHTYPE,67.27,67.01
145.00,103.89,45,gneE1_0,41.20,0.00,0.00,DEFAULT_VEHTYPE,28.70,63.41
145.00,86.84,46,gneE4_0,82.00,0.00,0.00,DEFAULT_VEHTYPE,28.69,21.00
145.00,217.23,47,gneE9_0,13.73,0.00,12.32,DEFAULT_VEHTYPE,24.33,4.60
145.00,10.49,48,-gneE12_0,195.24,0.00,0.00,DEFAULT_VEHTYPE,90.70,9.08
145.00,276.36,49,-gneE5_0,17.59,0.00,1.68,DEFAULT_VEHTYPE,65.97,22.03
145.00,242.77,50,-gneE2_0,22.57,0.00,0.00,DEFAULT_VEHTYPE,73.94,70.44
145.00,294.32,51,-gneE12_0,34.28,0.00,9.52,DEFAULT_VEHTYPE,212.38,-76.59
145.00,299.43,52,-gneE3_0,36.23,0.00,9.72,DEFAULT_VEHTYPE,144.00,63.63
145.00,284.66,53,-gneE6_0,28.63,0.00,8.53,DEFAULT_VEHTYPE,219.11,-14.28
145.00,37.23,54,-gneE9_0,36.56,0.00,9.88,DEFAULT_VEHTYPE,-5.85,-40.40
145.00,164.22,55,gneE10_0,21.38,0.00,0.88,DEFAULT_VEHTYPE,100.60,91.18
145.00,103.89,56,gneE1_0,30.39,0.00,6.97,DEFAULT_VEHTYPE,18.21,66.00
145.00,86.84,57,gneE4_0,29.70,0.00,8.52,DEFAULT_VEHTYPE,-23.53,18.12
146.00,217.23,23,gneE9_0,70.43,0.00,11.66,DEFAULT_VEHTYPE,-9.98,-40.55
146.00,114.34,24,gneE12_0,83.01,0.00,10.98,DEFAULT_VEHTYPE,135.08,-45.12
146.00,103.89,30,gneE1_0,56.20,0.00,0.00,DEFAULT_VEHTYPE,43.26,59.81
146.00,114.34,31,gneE12_0,62.47,0.00,10.43,DEFAULT_VEHTYPE,116.37,-36.66
146.00,144.74,32,gneE12_0,33.87,0.00,12.17,DEFAULT_VEHTYPE,94.45,-19.84
146.00,276.36,34,-gneE5_0,33.83,0.00,0.00,DEFAULT_VEHTYPE,49.83,23.83
146.00,119.43,35,gneE3_0,8.31,0.00,10.80,DEFAULT_VEHTYPE,118.00,74.63
146.00,242.77,36,-gneE2_0,37.57,0.00,0.00,DEFAULT_VEHTYPE,60.60,63.58
146.00,103.89,37,gneE1_0,48.70,0.00,0.00,DEFAULT_VEHTYPE,35.98,61.61
146.00,104.66,39,gneE6_0,8.38,0.00,10.36,DEFAULT_VEHTYPE,105.56,12.12
146.00,242.77,41,-gneE2_0,15.07,0.00,0.00,DEFAULT_VEHTYPE,80.61,73.88
