timestep_time,vehicle_angle,vehicle_id,vehicle_lane,vehicle_pos,vehicle_slope,vehicle_speed,vehicle_type,vehicle_x,vehicle_y
0.00,294.32,0,-gneE12_0,5.10,0.00,0.00,DEFAULT_VEHTYPE,238.97,-88.61
0.00,299.43,1,-gneE3_0,5.10,0.00,0.00,DEFAULT_VEHTYPE,171.12,48.34
0.00,284.66,2,-gneE6_0,5.10,0.00,0.00,DEFAULT_VEHTYPE,241.88,-20.24
0.00,37.23,3,-gneE9_0,5.10,0.00,0.00,DEFAULT_VEHTYPE,-24.88,-65.45
0.00,164.22,4,gneE10_0,5.10,0.00,0.00,DEFAULT_VEHTYPE,96.18,106.84
0.00,103.89,5,gneE1_0,5.10,0.00,0.00,DEFAULT_VEHTYPE,-6.34,72.08
0.00,86.84,6,gneE4_0,5.10,0.00,0.00,DEFAULT_VEHTYPE,-48.09,16.76
0.00,158.15,7,gneE7_0,5.10,0.00,0.00,DEFAULT_VEHTYPE,38.51,94.40
1.00,294.32,0,-gneE12_0,6.54,0.00,1.44,DEFAULT_VEHTYPE,237.66,-88.02
1.00,299.43,1,-gneE3_0,6.77,0.00,1.67,DEFAULT_VEHTYPE,169.66,49.16
1.00,284.66,2,-gneE6_0,7.64,0.00,2.54,DEFAULT_VEHTYPE,239.42,-19.60
1.00,37.23,3,-gneE9_0,7.06,0.00,1.96,DEFAULT_VEHTYPE,-23.70,-63.89
1.00,164.22,4,gneE10_0,6.93,0.00,1.83,DEFAULT_VEHTYPE,96.67,105.08
1.00,103.89,5,gneE1_0,7.64,0.00,2.54,DEFAULT_VEHTYPE,-3.87,71.47
1.00,86.84,6,gneE4_0,6.73,0.00,1.63,DEFAULT_VEHTYPE,-46.46,16.85
1.00,158.15,7,gneE7_0,7.38,0.00,2.28,DEFAULT_VEHTYPE,39.36,92.28
2.00,294.32,0,-gneE12_0,9.87,0.00,3.33,DEFAULT_VEHTYPE,234.62,-86.64
2.00,299.43,1,-gneE3_0,10.08,0.00,3.31,DEFAULT_VEHTYPE,166.78,50.78
2.00,284.66,2,-gneE6_0,12.77,0.00,5.13,DEFAULT_VEHTYPE,234.45,-18.30
2.00,37.23,3,-gneE9_0,10.75,0.00,3.69,DEFAULT_VEHTYPE,-21.47,-60.95
2.00,164.22,4,gneE10_0,10.76,0.00,3.83,DEFAULT_VEHTYPE,97.71,101.40
2.00,103.89,5,gneE1_0,12.20,0.00,4.56,DEFAULT_VEHTYPE,0.55,70.37
2.00,86.84,6,gneE4_0,10.23,0.00,3.50,DEFAULT_VEHTYPE,-42.96,17.04
2.00,158.15,7,gneE7_0,11.91,0.00,4.53,DEFAULT_VEHTYPE,41.04,88.07
3.00,294.32,0,-gneE12_0,15.73,0.00,5.85,DEFAULT_VEHTYPE,229.29,-84.23
3.00,299.43,1,-gneE3_0,14.85,0.00,4.77,DEFAULT_VEHTYPE,162.63,53.13
3.00,284.66,2,-gneE6_0,20.09,0.00,7.31,DEFAULT_VEHTYPE,227.37,-16.45
3.00,37.23,3,-gneE9_0,16.14,0.00,5.40,DEFAULT_VEHTYPE,-18.20,-56.66
3.00,164.22,4,gneE10_0,17.13,0.00,6.37,DEFAULT_VEHTYPE,99.45,95.27
3.00,103.89,5,gneE1_0,18.69,0.00,6.49,DEFAULT_VEHTYPE,6.85,68.81
3.00,86.84,6,gneE4_0,15.93,0.00,5.70,DEFAULT_VEHTYPE,-37.28,17.36
3.00,158.15,7,gneE7_0,18.22,0.00,6.31,DEFAULT_VEHTYPE,43.39,82.21
4.00,294.32,0,-gneE12_0,22.96,0.00,7.23,DEFAULT_VEHTYPE,222.70,-81.25
4.00,299.43,1,-gneE3_0,21.14,0.00,6.30,DEFAULT_VEHTYPE,157.15,56.22
4.00,284.66,2,-gneE6_0,28.85,0.00,8.76,DEFAULT_VEHTYPE,218.90,-14.23
4.00,37.23,3,-gneE9_0,23.63,0.00,7.48,DEFAULT_VEHTYPE,-13.67,-50.70
4.00,170.60,4,:gneJ4_9_0,2.41,0.00,7.72,DEFAULT_VEHTYPE,101.00,87.76
4.00,103.89,5,gneE1_0,27.47,0.00,8.78,DEFAULT_VEHTYPE,15.37,66.71
4.00,86.84,6,gneE4_0,24.19,0.00,8.26,DEFAULT_VEHTYPE,-29.03,17.81
4.00,158.15,7,gneE7_0,26.74,0.00,8.52,DEFAULT_VEHTYPE,46.56,74.31
5.00,294.32,0,-gneE12_0,31.80,0.00,8.84,DEFAULT_VEHTYPE,214.64,-77.61
5.00,299.43,1,-gneE3_0,29.83,0.00,8.69,DEFAULT_VEHTYPE,149.58,60.49
5.00,284.66,2,-gneE6_0,38.97,0.00,10.12,DEFAULT_VEHTYPE,209.11,-11.67
5.00,37.23,3,-gneE9_0,33.67,0.00,10.04,DEFAULT_VEHTYPE,-7.60,-42.70
5.00,231.19,4,:gneJ4_9_0,10.67,0.00,8.26,DEFAULT_VEHTYPE,95.65,81.78
5.00,103.89,5,gneE1_0,37.96,0.00,10.49,DEFAULT_VEHTYPE,25.55,64.19
5.00,86.84,6,gneE4_0,34.61,0.00,10.43,DEFAULT_VEHTYPE,-18.62,18.39
5.00,158.15,7,gneE7_0,31.95,0.00,5.21,DEFAULT_VEHTYPE,48.50,69.48
6.00,294.32,0,-gneE12_0,42.71,0.00,10.91,DEFAULT_VEHTYPE,204.70,-73.12
6.00,299.43,1,-gneE3_0,39.86,0.00,10.03,DEFAULT_VEHTYPE,140.84,65.42
6.00,284.66,2,-gneE6_0,51.34,0.00,12.37,DEFAULT_VEHTYPE,197.14,-8.54
6.00,37.23,3,-gneE9_0,46.02,0.00,12.35,DEFAULT_VEHTYPE,-0.12,-32.87
6.00,242.77,4,-gneE2_0,5.45,0.00,7.37,DEFAULT_VEHTYPE,89.17,78.28
6.00,103.89,5,gneE1_0,49.28,0.00,11.32,DEFAULT_VEHTYPE,36.55,61.47
6.00,86.84,6,gneE4_0,46.89,0.00,12.28,DEFAULT_VEHTYPE,-6.36,19.07
6.00,158.15,7,gneE7_0,32.86,0.00,0.92,DEFAULT_VEHTYPE,48.84,68.63
7.00,294.32,0,-gneE12_0,56.10,0.00,13.39,DEFAULT_VEHTYPE,192.50,-67.61
7.00,299.43,1,-gneE3_0,51.63,0.00,11.77,DEFAULT_VEHTYPE,130.59,71.20
7.00,284.66,2,-gneE6_0,64.44,0.00,13.10,DEFAULT_VEHTYPE,184.46,-5.22
7.00,37.23,3,-gneE9_0,60.20,0.00,14.18,DEFAULT_VEHTYPE,8.46,-21.58
7.00,242.77,4,-gneE2_0,15.02,0.00,9.57,DEFAULT_VEHTYPE,80.65,73.90
7.00,103.89,5,gneE1_0,56.30,0.00,7.02,DEFAULT_VEHTYPE,43.36,59.79
7.00,86.84,6,gneE4_0,60.20,0.00,13.31,DEFAULT_VEHTYPE,6.93,19.80
7.00,158.15,7,gneE7_0,32.93,0.00,0.07,DEFAULT_VEHTYPE,48.87,68.57
8.00,294.32,0,-gneE12_0,70.18,0.00,14.08,DEFAULT_VEHTYPE,179.67,-61.81
8.00,299.43,1,-gneE3_0,62.03,0.00,10.40,DEFAULT_VEHTYPE,121.53,76.31
8.00,284.66,2,-gneE6_0,78.26,0.00,13.82,DEFAULT_VEHTYPE,171.09,-1.72
8.00,37.23,3,-gneE9_0,74.00,0.00,13.80,DEFAULT_VEHTYPE,16.80,-10.59
8.00,242.77,4,-gneE2_0,27.15,0.00,12.14,DEFAULT_VEHTYPE,69.86,68.34
8.00,112.20,5,:gneJ3_6_0,4.55,0.00,5.45,DEFAULT_VEHTYPE,48.39,57.80
8.00,86.84,6,gneE4_0,73.02,0.00,12.81,DEFAULT_VEHTYPE,19.72,20.51
8.00,158.15,7,gneE7_0,32.98,0.00,0.06,DEFAULT_VEHTYPE,48.89,68.51
9.00,294.32,0,-gneE12_0,84.54,0.00,14.36,DEFAULT_VEHTYPE,166.59,-55.89
9.00,299.43,1,-gneE3_0,68.35,0.00,6.32,DEFAULT_VEHTYPE,116.02,79.42
9.00,284.66,2,-gneE6_0,91.09,0.00,12.83,DEFAULT_VEHTYPE,158.68,1.52
9.00,37.23,3,-gneE9_0,88.00,0.00,14.01,DEFAULT_VEHTYPE,25.28,0.56
9.00,242.77,4,-gneE2_0,37.26,0.00,10.11,DEFAULT_VEHTYPE,60.87,63.72
9.00,155.72,5,:gneJ3_6_0,9.79,0.00,5.24,DEFAULT_VEHTYPE,50.48,53.45
9.00,86.84,6,gneE4_0,82.77,0.00,9.75,DEFAULT_VEHTYPE,29.46,21.05
9.00,158.15,7,gneE7_0,32.99,0.00,0.00,DEFAULT_VEHTYPE,48.89,68.51
10.00,294.32,0,-gneE12_0,99.15,0.00,14.61,DEFAULT_VEHTYPE,153.27,-49.88
10.00,299.43,1,-gneE3_0,70.85,0.00,2.50,DEFAULT_VEHTYPE,113.84,80.65
10.00,284.66,2,-gneE6_0,104.85,0.00,13.77,DEFAULT_VEHTYPE,145.37,5.01
10.00,37.23,3,-gneE9_0,97.51,0.00,9.51,DEFAULT_VEHTYPE,31.03,8.13
10.00,281.62,4,:gneJ3_0_0,5.83,0.00,6.24,DEFAULT_VEHTYPE,55.16,64.25
10.00,199.02,5,gneE8_0,3.89,0.00,5.23,DEFAULT_VEHTYPE,48.81,48.52
10.00,115.07,6,:gneJ7_9_0,5.48,0.00,5.71,DEFAULT_VEHTYPE,34.15,19.17
10.00,158.15,7,gneE7_0,32.99,0.00,0.00,DEFAULT_VEHTYPE,48.89,68.51
10.00,86.84,8,gneE4_0,5.10,0.00,0.00,DEFAULT_VEHTYPE,-48.09,16.76
11.00,294.32,0,-gneE12_0,113.50,0.00,14.35,DEFAULT_VEHTYPE,140.20,-43.97
11.00,299.43,1,-gneE3_0,71.51,0.00,0.66,DEFAULT_VEHTYPE,113.27,80.97
11.00,284.66,2,-gneE6_0,118.00,0.00,13.15,DEFAULT_VEHTYPE,132.64,8.34
11.00,37.23,3,-gneE9_0,102.52,0.00,5.01,DEFAULT_VEHTYPE,34.06,12.11
11.00,332.99,4,-gneE7_0,1.07,0.00,6.51,DEFAULT_VEHTYPE,51.83,69.76
11.00,201.66,5,gneE8_0,10.64,0.00,6.75,DEFAULT_VEHTYPE,46.32,42.24
11.00,207.40,6,gneE9_0,1.22,0.00,5.27,DEFAULT_VEHTYPE,31.89,14.56
11.00,158.15,7,gneE7_0,32.99,0.00,0.00,DEFAULT_VEHTYPE,48.89,68.51
11.00,86.84,8,gneE4_0,6.94,0.00,1.84,DEFAULT_VEHTYPE,-46.25,16.86
12.00,294.32,0,-gneE12_0,127.68,0.00,14.18,DEFAULT_VEHTYPE,127.28,-38.13
12.00,299.43,1,-gneE3_0,71.57,0.00,0.06,DEFAULT_VEHTYPE,113.21,81.00
12.00,284.66,2,-gneE6_0,130.77,0.00,12.76,DEFAULT_VEHTYPE,120.29,11.57
12.00,37.23,3,-gneE9_0,103.36,0.00,0.84,DEFAULT_VEHTYPE,34.57,12.78
12.00,338.17,4,-gneE7_0,8.98,0.00,7.91,DEFAULT_VEHTYPE,48.89,77.11
12.00,201.66,5,gneE8_0,18.05,0.00,7.41,DEFAULT_VEHTYPE,43.59,35.35
12.00,217.23,6,gneE9_0,8.27,0.00,7.05,DEFAULT_VEHTYPE,27.63,8.95
12.00,158.15,7,gneE7_0,32.99,0.00,0.00,DEFAULT_VEHTYPE,48.89,68.51
12.00,86.84,8,gneE4_0,10.24,0.00,3.30,DEFAULT_VEHTYPE,-42.96,17.05
13.00,294.32,0,-gneE12_0,141.76,0.00,14.08,DEFAULT_VEHTYPE,114.44,-32.33
13.00,299.43,1,-gneE3_0,71.59,0.00,0.01,DEFAULT_VEHTYPE,113.20,81.01
13.00,284.66,2,-gneE6_0,141.60,0.00,10.83,DEFAULT_VEHTYPE,109.81,14.31
13.00,37.23,3,-gneE9_0,103.37,0.00,0.01,DEFAULT_VEHTYPE,34.57,12.79
13.00,338.17,4,-gneE7_0,18.96,0.00,9.98,DEFAULT_VEHTYPE,45.18,86.37
13.00,201.66,5,gneE8_0,20.97,0.00,2.91,DEFAULT_VEHTYPE,42.51,32.64
13.00,217.23,6,gneE9_0,17.54,0.00,9.27,DEFAULT_VEHTYPE,22.02,1.57
13.00,158.15,7,gneE7_0,32.99,0.00,0.00,DEFAULT_VEHTYPE,48.89,68.51
13.00,86.84,8,gneE4_0,14.88,0.00,4.64,DEFAULT_VEHTYPE,-38.32,17.30
13.00,86.84,9,gneE4_0,5.10,0.00,0.00,DEFAULT_VEHTYPE,-48.09,16.76
14.00,310.78,0,-gneE12_0,156.04,0.00,14.28,DEFAULT_VEHTYPE,102.34,-25.36
14.00,299.43,1,-gneE3_0,71.59,0.00,0.00,DEFAULT_VEHTYPE,113.20,81.01
14.00,284.66,2,-gneE6_0,149.19,0.00,7.59,DEFAULT_VEHTYPE,102.47,16.23
14.00,37.23,3,-gneE9_0,103.37,0.00,0.00,DEFAULT_VEHTYPE,34.57,12.79
14.00,338.17,4,-gneE7_0,30.61,0.00,11.65,DEFAULT_VEHTYPE,40.85,97.19
14.00,201.66,5,gneE8_0,21.13,0.00,0.17,DEFAULT_VEHTYPE,42.45,32.49
14.00,217.23,6,gneE9_0,29.24,0.00,11.71,DEFAULT_VEHTYPE,14.94,-7.75
14.00,158.15,7,gneE7_0,32.99,0.00,0.00,DEFAULT_VEHTYPE,48.89,68.51
14.00,86.84,8,gneE4_0,21.75,0.00,6.87,DEFAULT_VEHTYPE,-31.46,17.68
14.00,86.84,9,gneE4_0,6.66,0.00,1.56,DEFAULT_VEHTYPE,-46.53,16.85
15.00,324.82,0,-gneE12_0,170.58,0.00,14.54,DEFAULT_VEHTYPE,93.96,-13.48
15.00,299.43,1,-gneE3_0,71.59,0.00,0.00,DEFAULT_VEHTYPE,113.20,81.01
15.00,284.66,2,-gneE6_0,152.28,0.00,3.09,DEFAULT_VEHTYPE,99.48,17.01
15.00,37.23,3,-gneE9_0,103.37,0.00,0.00,DEFAULT_VEHTYPE,34.57,12.79
15.00,201.66,5,gneE8_0,21.22,0.00,0.09,DEFAULT_VEHTYPE,42.42,32.41
15.00,217.23,6,gneE9_0,42.45,0.00,13.21,DEFAULT_VEHTYPE,6.95,-18.27
15.00,158.15,7,gneE7_0,32.99,0.00,0.00,DEFAULT_VEHTYPE,48.89,68.51
15.00,86.84,8,gneE4_0,30.35,0.00,8.59,DEFAULT_VEHTYPE,-22.88,18.15
15.00,86.84,9,gneE4_0,9.54,0.00,2.88,DEFAULT_VEHTYPE,-43.65,17.01
16.00,355.55,0,-gneE12_0,184.13,0.00,13.55,DEFAULT_VEHTYPE,88.68,-1.85
16.00,299.43,1,-gneE3_0,71.59,0.00,0.00,DEFAULT_VEHTYPE,113.20,81.01
16.00,284.66,2,-gneE6_0,152.45,0.00,0.18,DEFAULT_VEHTYPE,99.31,17.05
16.00,37.23,3,-gneE9_0,103.37,0.00,0.00,DEFAULT_VEHTYPE,34.57,12.79
16.00,201.66,5,gneE8_0,21.24,0.00,0.02,DEFAULT_VEHTYPE,42.41,32.39
16.00,217.23,6,gneE9_0,56.21,0.00,13.76,DEFAULT_VEHTYPE,-1.37,-29.22
16.00,158.15,7,gneE7_0,32.99,0.00,0.00,DEFAULT_VEHTYPE,48.89,68.51
16.00,86.84,8,gneE4_0,41.05,0.00,10.70,DEFAULT_VEHTYPE,-12.20,18.75
16.00,86.84,9,gneE4_0,14.14,0.00,4.60,DEFAULT_VEHTYPE,-39.06,17.26
17.00,10.49,0,-gneE12_0,194.61,0.00,10.49,DEFAULT_VEHTYPE,90.58,8.46
17.00,299.43,1,-gneE3_0,71.59,0.00,0.00,DEFAULT_VEHTYPE,113.20,81.01
17.00,284.66,2,-gneE6_0,152.50,0.00,0.05,DEFAULT_VEHTYPE,99.26,17.07
17.00,37.23,3,-gneE9_0,103.37,0.00,0.00,DEFAULT_VEHTYPE,34.57,12.79
17.00,201.66,5,gneE8_0,21.24,0.00,0.00,DEFAULT_VEHTYPE,42.41,32.39
17.00,217.23,6,gneE9_0,69.46,0.00,13.25,DEFAULT_VEHTYPE,-9.39,-39.77
17.00,158.15,7,gneE7_0,32.99,0.00,0.00,DEFAULT_VEHTYPE,48.89,68.51
17.00,86.84,8,gneE4_0,53.36,0.00,12.31,DEFAULT_VEHTYPE,0.10,19.42
17.00,86.84,9,gneE4_0,21.32,0.00,7.18,DEFAULT_VEHTYPE,-31.89,17.66
18.00,26.36,0,:gneJ8_6_0,4.36,0.00,5.99,DEFAULT_VEHTYPE,92.93,13.80
18.00,299.43,1,-gneE3_0,71.59,0.00,0.00,DEFAULT_VEHTYPE,113.20,81.01
18.00,284.66,2,-gneE6_0,152.52,0.00,0.02,DEFAULT_VEHTYPE,99.24,17.07
18.00,37.23,3,-gneE9_0,103.37,0.00,0.00,DEFAULT_VEHTYPE,34.57,12.79
18.00,201.66,5,gneE8_0,21.24,0.00,0.00,DEFAULT_VEHTYPE,42.41,32.39
18.00,217.23,6,gneE9_0,83.98,0.00,14.53,DEFAULT_VEHTYPE,-18.18,-51.34
18.00,158.15,7,gneE7_0,32.99,0.00,0.00,DEFAULT_VEHTYPE,48.89,68.51
18.00,86.84,8,gneE4_0,65.78,0.00,12.42,DEFAULT_VEHTYPE,12.49,20.11
18.00,86.84,9,gneE4_0,30.66,0.00,9.34,DEFAULT_VEHTYPE,-22.57,18.17
19.00,90.91,0,gneE6_0,0.98,0.00,5.67,DEFAULT_VEHTYPE,98.40,13.99
19.00,299.43,1,-gneE3_0,71.59,0.00,0.00,DEFAULT_VEHTYPE,113.20,81.01
19.00,284.66,2,-gneE6_0,152.53,0.00,0.01,DEFAULT_VEHTYPE,99.24,17.07
19.00,37.23,3,-gneE9_0,103.37,0.00,0.00,DEFAULT_VEHTYPE,34.57,12.79
19.00,201.66,5,gneE8_0,21.24,0.00,0.00,DEFAULT_VEHTYPE,42.41,32.39
19.00,217.23,6,gneE9_0,97.40,0.00,13.42,DEFAULT_VEHTYPE,-26.30,-62.02
19.00,158.15,7,gneE7_0,32.99,0.00,0.00,DEFAULT_VEHTYPE,48.89,68.51
19.00,86.84,8,gneE4_0,76.10,0.00,10.33,DEFAULT_VEHTYPE,22.80,20.68
19.00,86.84,9,gneE4_0,42.41,0.00,11.75,DEFAULT_VEHTYPE,-10.83,18.82
20.00,104.66,0,gneE6_0,8.98,0.00,8.00,DEFAULT_VEHTYPE,106.14,11.97
20.00,299.43,1,-gneE3_0,71.59,0.00,0.00,DEFAULT_VEHTYPE,113.20,81.01
20.00,294.32,10,-gneE12_0,5.10,0.00,0.00,DEFAULT_VEHTYPE,238.97,-88.61
20.00,299.43,11,-gneE3_0,5.10,0.00,0.00,DEFAULT_VEHTYPE,171.12,48.34
20.00,284.66,12,-gneE6_0,5.10,0.00,0.00,DEFAULT_VEHTYPE,241.88,-20.24
20.00,164.22,13,gneE10_0,5.10,0.00,0.00,DEFAULT_VEHTYPE,96.18,106.84
20.00,103.89,14,gneE1_0,5.10,0.00,0.00,DEFAULT_VEHTYPE,-6.34,72.08
20.00,86.84,15,gneE4_0,5.10,0.00,0.00,DEFAULT_VEHTYPE,-48.09,16.76
20.00,158.15,16,gneE7_0,5.10,0.00,0.00,DEFAULT_VEHTYPE,38.51,94.40
20.00,284.66,2,-gneE6_0,152.54,0.00,0.00,DEFAULT_VEHTYPE,99.23,17.08
20.00,37.23,3,-gneE9_0,103.37,0.00,0.00,DEFAULT_VEHTYPE,34.57,12.79
20.00,201.66,5,gneE8_0,21.24,0.00,0.00,DEFAULT_VEHTYPE,42.41,32.39
20.00,158.15,7,gneE7_0,32.99,0.00,0.00,DEFAULT_VEHTYPE,48.89,68.51
20.00,86.84,8,gneE4_0,82.40,0.00,6.30,DEFAULT_VEHTYPE,29.09,21.03
20.00,86.84,9,gneE4_0,53.22,0.00,10.81,DEFAULT_VEHTYPE,-0.04,19.42
21.00,104.66,0,gneE6_0,19.43,0.00,10.45,DEFAULT_VEHTYPE,116.24,9.32
21.00,299.43,1,-gneE3_0,71.59,0.00,0.00,DEFAULT_VEHTYPE,113.20,81.01
21.00,294.32,10,-gneE12_0,7.57,0.00,2.47,DEFAULT_VEHTYPE,236.72,-87.59
21.00,299.43,11,-gneE3_0,7.12,0.00,2.02,DEFAULT_VEHTYPE,169.36,49.33
21.00,284.66,12,-gneE6_0,6.76,0.00,1.66,DEFAULT_VEHTYPE,240.27,-19.82
21.00,164.22,13,gneE10_0,7.41,0.00,2.31,DEFAULT_VEHTYPE,96.80,104.62
21.00,103.89,14,gneE1_0,7.40,0.00,2.30,DEFAULT_VEHTYPE,-4.10,71.52
21.00,86.84,15,gneE4_0,6.67,0.00,1.57,DEFAULT_VEHTYPE,-46.52,16.85
21.00,158.15,16,gneE7_0,6.66,0.00,1.56,DEFAULT_VEHTYPE,39.09,92.95
21.00,284.66,2,-gneE6_0,152.54,0.00,0.00,DEFAULT_VEHTYPE,99.23,17.08
21.00,37.23,3,-gneE9_0,103.37,0.00,0.00,DEFAULT_VEHTYPE,34.57,12.79
21.00,201.66,5,gneE8_0,21.24,0.00,0.00,DEFAULT_VEHTYPE,42.41,32.39
21.00,158.15,7,gneE7_0,32.99,0.00,0.00,DEFAULT_VEHTYPE,48.89,68.51
21.00,96.93,8,:gneJ7_9_0,3.82,0.00,4.42,DEFAULT_VEHTYPE,33.36,20.41
21.00,86.84,9,gneE4_0,64.95,0.00,11.73,DEFAULT_VEHTYPE,11.67,20.06
22.00,104.66,0,gneE6_0,31.28,0.00,11.85,DEFAULT_VEHTYPE,127.71,6.32
22.00,299.43,1,-gneE3_0,71.59,0.00,0.00,DEFAULT_VEHTYPE,113.20,81.01
22.00,294.32,10,-gneE12_0,11.91,0.00,4.33,DEFAULT_VEHTYPE,232.77,-85.81
22.00,299.43,11,-gneE3_0,10.54,0.00,3.42,DEFAULT_VEHTYPE,166.38,51.01
22.00,284.66,12,-gneE6_0,10.69,0.00,3.93,DEFAULT_VEHTYPE,236.46,-18.82
22.00,164.22,13,gneE10_0,11.28,0.00,3.88,DEFAULT_VEHTYPE,97.86,100.90
22.00,103.89,14,gneE1_0,11.78,0.00,4.38,DEFAULT_VEHTYPE,0.15,70.47
22.00,86.84,15,gneE4_0,10.56,0.00,3.89,DEFAULT_VEHTYPE,-42.64,17.06
22.00,158.15,16,gneE7_0,10.57,0.00,3.91,DEFAULT_VEHTYPE,40.54,89.32
22.00,284.66,2,-gneE6_0,152.54,0.00,0.00,DEFAULT_VEHTYPE,99.23,17.08
22.00,37.23,3,-gneE9_0,103.37,0.00,0.00,DEFAULT_VEHTYPE,34.57,12.79
22.00,201.66,5,gneE8_0,21.24,0.00,0.00,DEFAULT_VEHTYPE,42.41,32.39
22.00,158.15,7,gneE7_0,32.99,0.00,0.00,DEFAULT_VEHTYPE,48.89,68.51
22.00,186.19,8,:gneJ7_9_0,8.89,0.00,5.07,DEFAULT_VEHTYPE,32.95,16.08
22.00,86.84,9,gneE4_0,73.02,0.00,8.07,DEFAULT_VEHTYPE,19.73,20.51
23.00,104.66,0,gneE6_0,45.17,0.00,13.89,DEFAULT_VEHTYPE,141.15,2.80
23.00,299.43,1,-gneE3_0,71.59,0.00,0.00,DEFAULT_VEHTYPE,113.20,81.01
23.00,294.32,10,-gneE12_0,17.81,0.00,5.90,DEFAULT_VEHTYPE,227.39,-83.38
23.00,299.43,11,-gneE3_0,16.52,0.00,5.98,DEFAULT_VEHTYPE,161.17,53.95
23.00,284.66,12,-gneE6_0,16.27,0.00,5.57,DEFAULT_VEHTYPE,231.07,-17.41
23.00,164.22,13,gneE10_0,16.80,0.00,5.51,DEFAULT_VEHTYPE,99.36,95.59
23.00,103.89,14,gneE1_0,17.98,0.00,6.19,DEFAULT_VEHTYPE,6.16,68.98
23.00,86.84,15,gneE4_0,16.94,0.00,6.38,DEFAULT_VEHTYPE,-36.27,17.41
23.00,158.15,16,gneE7_0,16.49,0.00,5.92,DEFAULT_VEHTYPE,42.75,83.83
23.00,284.66,2,-gneE6_0,152.54,0.00,0.00,DEFAULT_VEHTYPE,99.23,17.08
23.00,37.23,3,-gneE9_0,103.37,0.00,0.00,DEFAULT_VEHTYPE,34.57,12.79
23.00,201.66,5,gneE8_0,21.24,0.00,0.00,DEFAULT_VEHTYPE,42.41,32.39
23.00,158.15,7,gneE7_0,32.99,0.00,0.00,DEFAULT_VEHTYPE,48.89,68.51
23.00,216.26,8,gneE9_0,4.29,0.00,4.93,DEFAULT_VEHTYPE,30.04,12.12
23.00,86.84,9,gneE4_0,80.47,0.00,7.45,DEFAULT_VEHTYPE,27.17,20.92
24.00,104.66,0,gneE6_0,59.61,0.00,14.43,DEFAULT_VEHTYPE,155.12,-0.85
24.00,299.43,1,-gneE3_0,71.59,0.00,0.00,DEFAULT_VEHTYPE,113.20,81.01
24.00,294.32,10,-gneE12_0,25.12,0.00,7.31,DEFAULT_VEHTYPE,220.73,-80.36
24.00,299.43,11,-gneE3_0,24.59,0.00,8.07,DEFAULT_VEHTYPE,154.14,57.91
24.00,284.66,12,-gneE6_0,23.75,0.00,7.48,DEFAULT_VEHTYPE,223.83,-15.52
24.00,169.97,13,:gneJ4_9_0,2.17,0.00,7.81,DEFAULT_VEHTYPE,100.99,87.99
24.00,103.89,14,gneE1_0,26.53,0.00,8.55,DEFAULT_VEHTYPE,14.46,66.93
24.00,86.84,15,gneE4_0,24.74,0.00,7.80,DEFAULT_VEHTYPE,-28.48,17.84
24.00,158.15,16,gneE7_0,22.94,0.00,6.45,DEFAULT_VEHTYPE,45.15,77.84
24.00,284.66,2,-gneE6_0,152.54,0.00,0.00,DEFAULT_VEHTYPE,99.23,17.08
24.00,37.23,3,-gneE9_0,103.37,0.00,0.00,DEFAULT_VEHTYPE,34.57,12.79
24.00,201.66,5,gneE8_0,21.24,0.00,0.00,DEFAULT_VEHTYPE,42.41,32.39
24.00,158.15,7,gneE7_0,32.99,0.00,0.00,DEFAULT_VEHTYPE,48.89,68.51
24.00,217.23,8,gneE9_0,11.37,0.00,7.08,DEFAULT_VEHTYPE,25.75,6.48
24.00,88.17,9,:gneJ7_9_0,0.98,0.00,3.51,DEFAULT_VEHTYPE,30.67,21.00
25.00,104.66,0,gneE6_0,74.06,0.00,14.45,DEFAULT_VEHTYPE,169.09,-4.51
25.00,299.43,1,-gneE3_0,71.59,0.00,0.00,DEFAULT_VEHTYPE,113.20,81.01
25.00,294.32,10,-gneE12_0,34.29,0.00,9.16,DEFAULT_VEHTYPE,212.38,-76.59
25.00,299.43,11,-gneE3_0,34.67,0.00,10.09,DEFAULT_VEHTYPE,145.36,62.87
25.00,284.66,12,-gneE6_0,32.84,0.00,9.09,DEFAULT_VEHTYPE,215.03,-13.22
25.00,229.86,13,:gneJ4_9_0,10.16,0.00,7.99,DEFAULT_VEHTYPE,96.08,82.05
25.00,103.89,14,gneE1_0,37.61,0.00,11.09,DEFAULT_VEHTYPE,25.22,64.27
25.00,86.84,15,gneE4_0,35.12,0.00,10.38,DEFAULT_VEHTYPE,-18.12,18.42
25.00,158.15,16,gneE7_0,24.89,0.00,1.95,DEFAULT_VEHTYPE,45.87,76.03
25.00,284.66,2,-gneE6_0,152.54,0.00,0.00,DEFAULT_VEHTYPE,99.23,17.08
25.00,37.23,3,-gneE9_0,103.37,0.00,0.00,DEFAULT_VEHTYPE,34.57,12.79
25.00,201.66,5,gneE8_0,21.24,0.00,0.00,DEFAULT_VEHTYPE,42.41,32.39
25.00,158.15,7,gneE7_0,32.99,0.00,0.00,DEFAULT_VEHTYPE,48.89,68.51
25.00,217.23,8,gneE9_0,21.00,0.00,9.64,DEFAULT_VEHTYPE,19.92,-1.19
25.00,118.26,9,:gneJ7_9_0,5.67,0.00,4.69,DEFAULT_VEHTYPE,34.14,18.98
